id,text,label
4018,after the accident: suspected stroke call emergency services.,emergency
4381,severe chest pain started suddenly call emergency services,emergency
486,mild stomach pain no shortness of breath or chest pain,self-monitor
1637,ear pain and itchy eyes for several hours symptoms are getting worse,doctor
2980,Age 18 confusion need urgent check,urgent-care
2660,after exercise: confusion started 2 days need urgent check,urgent-care
462,Back ache for 2 days no shortness of breath or chest pain.,self-monitor
39,mild stomach pain,self-monitor
88,Sneezing for 2 days no shortness of breath or chest pain,self-monitor
5000,one-sided weakness,emergency
3642,Started gradually: severe vomiting started a week need urgent check,urgent-care
1146,Chills for 3 days no shortness of breath or chest pain.,self-monitor
109,Age 18 stuffy nose.,self-monitor
1209,Watery eyes,self-monitor
1413,ear pain and watery eyes intermittently,doctor
1393,Sinus pain and nausea intermittently.,doctor
3839,Severe bleeding,emergency
767,fatigue,self-monitor
732,Muscle ache,self-monitor
4977,severe head trauma started suddenly,emergency
2416,after exercise: A child aged 8 persistent fever and mild cough since this morning,doctor
2277,ear pain for 3 days symptoms are getting worse,doctor
4924,sudden confusion started suddenly.,emergency
1877,abdominal pain and lightheadedness intermittently,doctor
4080,airway obstruction started suddenly,emergency
4332,Severe chest pain,emergency
2637,difficulty breathing started 3 days after a fall,urgent-care
2631,Worsening shortness of breath,urgent-care
4927,seizure started suddenly cut while working,emergency
2082,persistent fever and itchy eyes since yesterday symptoms are getting worse,doctor
3464,A child aged 8 worsening shortness of breath,urgent-care
4167,one-sided weakness started suddenly call emergency services,emergency
2002,vomiting and mild stomach pain since yesterday,doctor
1200,I'm 62 sneezing,self-monitor
3756,airway obstruction,emergency
2285,persistent bleeding and dizziness for 3 days,doctor
1009,A child aged 8 back ache,self-monitor
1064,A 70-year-old sore throat for several hours.,self-monitor
3312,Fainting need urgent check,urgent-care
1165,started gradually: lightheadedness,self-monitor
4484,woke up with: slurred speech call emergency services,emergency
1458,I am 25 years old sinus pain and tiredness for 3 days after a fall,doctor
210,muscle ache for 1 day no shortness of breath or chest pain,self-monitor
3810,severe bleeding,emergency
1282,I'm 62 ear pain for a week,doctor
4429,Severe bleeding call emergency services sustained blunt trauma,emergency
2213,strong cough for several hours symptoms are getting worse,doctor
551,Low fever since yesterday no shortness of breath or chest pain,self-monitor
4380,after exercise: very low blood pressure call emergency services.,emergency
2037,persistent bleeding since this morning symptoms are getting worse.,doctor
3537,Difficulty breathing need urgent check,urgent-care
4263,Started gradually: sudden confusion started suddenly,emergency
2728,Moderate chest pain need urgent check,urgent-care
3501,Worsening shortness of breath started 2 days.,urgent-care
2074,Age 18 worsening cough and mild stomach pain since this morning.,doctor
4292,severe head trauma,emergency
3539,Difficulty breathing started intermittently.,urgent-care
2872,began after eating: difficulty breathing,urgent-care
1563,Persistent bleeding and stuffy nose intermittently,doctor
3345,moderate chest pain started several hours,urgent-care
4003,Slurred speech started suddenly call emergency services.,emergency
126,after exercise: runny nose,self-monitor
4110,slurred speech call emergency services,emergency
2425,new lump and nausea intermittently symptoms are getting worse.,doctor
549,sore throat for several hours.,self-monitor
1196,woke up with: A 40-year-old watery eyes,self-monitor
3431,fainting,urgent-care
762,Dizziness no shortness of breath or chest pain.,self-monitor
3557,A child aged 8 severe vomiting started 1 day,urgent-care
446,I am 25 years old joint pain for 2 days no shortness of breath or chest pain after a fall.,self-monitor
1132,Age 18 stuffy nose no shortness of breath or chest pain,self-monitor
322,Headache for a week no shortness of breath or chest pain,self-monitor
4022,slurred speech,emergency
3423,woke up with: severe vomiting started since yesterday.,urgent-care
4936,severe head trauma started suddenly.,emergency
937,started gradually: sneezing since this morning,self-monitor
1392,Age 18 severe sore throat and itchy eyes since this morning.,doctor
4966,unconscious after a fall.,emergency
252,runny nose for 2 days no shortness of breath or chest pain,self-monitor
325,tiredness.,self-monitor
1010,started gradually: sore throat since yesterday,self-monitor
4737,airway obstruction loss of consciousness.,emergency
360,Fatigue for several hours,self-monitor
4663,airway obstruction started suddenly call emergency services,emergency
3568,dehydration,urgent-care
4752,difficulty breathing call emergency services,emergency
1824,sinus pain and dizziness for 1 day symptoms are getting worse,doctor
1613,persistent fever and diarrhea for 1 day,doctor
676,dizziness for 1 day no shortness of breath or chest pain,self-monitor
4260,suspected stroke started suddenly loss of consciousness,emergency
1568,I'm 62 persistent bleeding and joint pain since this morning,doctor
710,woke up with: stuffy nose for 2 days,self-monitor
2156,A 70-year-old high fever and mild cough for 1 day,doctor
3165,I'm 62 severe vomiting started since this morning need urgent check,urgent-care
2268,sinus pain and fatigue for a week,doctor
773,Lightheadedness no shortness of breath or chest pain.,self-monitor
1692,worsening cough and watery eyes for 2 days.,doctor
1829,High fever and diarrhea for 3 days,doctor
2688,fainting need urgent check,urgent-care
1185,after exercise: A 40-year-old headache for 3 days,self-monitor
4628,severe head trauma loss of consciousness hit head on the floor.,emergency
1627,A 70-year-old productive cough and back ache intermittently.,doctor
1376,Age 18 new lump and watery eyes for several hours,doctor
1537,I'm 62 high fever for 3 days,doctor
4204,difficulty breathing call emergency services,emergency
4377,severe chest pain,emergency
3251,confusion,urgent-care
2000,Started gradually: I am 25 years old vision changes and back ache intermittently,doctor
1882,Started gradually: I am 25 years old abdominal pain and joint pain since yesterday hit head on the floor,doctor
4491,seizure,emergency
146,stuffy nose hit head on the floor,self-monitor
62,tiredness since this morning,self-monitor
2624,I am 25 years old sudden dizziness started intermittently,urgent-care
3284,severe abdominal pain started several hours,urgent-care
2712,Sudden dizziness started a week.,urgent-care
2369,vision changes and runny nose for a week.,doctor
125,Age 18 itchy eyes.,self-monitor
255,mild cough no shortness of breath or chest pain.,self-monitor
4013,Difficulty breathing started suddenly,emergency
3555,high fever with rash need urgent check,urgent-care
4105,difficulty breathing started suddenly,emergency
158,sneezing.,self-monitor
264,After exercise: chills for 3 days cut while working.,self-monitor
1519,significant weight loss and joint pain intermittently symptoms are getting worse,doctor
495,Muscle ache for 1 day following a car accident,self-monitor
562,nausea since yesterday,self-monitor
4420,slurred speech,emergency
3043,severe abdominal pain started 2 days,urgent-care
1512,Significant weight loss for 3 days,doctor
93,tiredness,self-monitor
1493,worsening cough and diarrhea since yesterday,doctor
1838,Persistent fever and runny nose for 1 day symptoms are getting worse.,doctor
3430,difficulty breathing started 2 days need urgent check,urgent-care
4010,suspected stroke started suddenly,emergency
3016,fainting need urgent check,urgent-care
263,stuffy nose,self-monitor
2363,worsening cough and mild stomach pain for 1 day,doctor
4099,very low blood pressure.,emergency
3809,slurred speech started suddenly call emergency services,emergency
1659,I am 25 years old vision changes and sneezing for 3 days symptoms are getting worse,doctor
1896,Sinus pain and nausea for 3 days,doctor
4848,severe bleeding,emergency
3385,worsening shortness of breath.,urgent-care
2620,After the accident: severe abdominal pain started since this morning need urgent check,urgent-care
301,A 70-year-old dizziness for 1 day no shortness of breath or chest pain,self-monitor
3341,Fainting started a week,urgent-care
658,mild cough,self-monitor
1120,Nausea,self-monitor
2944,Sudden dizziness need urgent check,urgent-care
997,Lightheadedness,self-monitor
1449,Vomiting and dizziness for 2 days.,doctor
3181,After the accident: worsening shortness of breath started several hours need urgent check,urgent-care
4550,Unconscious started suddenly call emergency services.,emergency
3758,Airway obstruction started suddenly,emergency
1559,I'm 62 blood in stool for 3 days,doctor
443,lightheadedness for 1 day no shortness of breath or chest pain.,self-monitor
2165,high fever and itchy eyes for 1 day.,doctor
3761,seizure,emergency
324,I'm 62 low fever.,self-monitor
4231,Severe bleeding started suddenly loss of consciousness,emergency
366,stuffy nose,self-monitor
4984,Severe bleeding.,emergency
407,after exercise: diarrhea no shortness of breath or chest pain,self-monitor
4415,Severe bleeding call emergency services following a car accident.,emergency
3233,I am 25 years old severe abdominal pain started several hours,urgent-care
4624,Unconscious started suddenly call emergency services,emergency
4326,Seizure.,emergency
3429,A 70-year-old sudden dizziness.,urgent-care
2505,fainting started a week.,urgent-care
300,lightheadedness no shortness of breath or chest pain,self-monitor
1625,vomiting and tiredness for 3 days,doctor
2809,Age 18 dehydration.,urgent-care
2693,A child aged 8 fainting started 2 days need urgent check,urgent-care
954,watery eyes since yesterday no shortness of breath or chest pain,self-monitor
4953,One-sided weakness started suddenly call emergency services.,emergency
3309,fainting,urgent-care
3583,Sudden dizziness started since yesterday,urgent-care
2242,significant weight loss for 2 days,doctor
2752,difficulty breathing need urgent check after a fall.,urgent-care
906,Muscle ache since yesterday no shortness of breath or chest pain after a sports injury.,self-monitor
4337,Started suddenly: unconscious started suddenly call emergency services,emergency
4394,Woke up with: one-sided weakness started suddenly call emergency services.,emergency
2599,fainting need urgent check,urgent-care
4870,severe head trauma,emergency
3103,confusion started since yesterday,urgent-care
4445,one-sided weakness started suddenly call emergency services,emergency
1984,Significant weight loss since this morning,doctor
4427,Unconscious started suddenly,emergency
2767,confusion started a week,urgent-care
4273,started suddenly: suspected stroke call emergency services,emergency
2146,high fever and sore throat for 2 days,doctor
2893,difficulty breathing started several hours need urgent check,urgent-care
3931,Sudden confusion started suddenly,emergency
4959,Severe bleeding call emergency services,emergency
3829,very low blood pressure started suddenly.,emergency
2988,Sudden dizziness started since this morning,urgent-care
4245,Very low blood pressure started suddenly,emergency
895,watery eyes,self-monitor
1003,stuffy nose for 2 days no shortness of breath or chest pain following a car accident,self-monitor
1364,I'm 62 ear pain and diarrhea since yesterday symptoms are getting worse,doctor
1252,Age 18 high fever and mild stomach pain for 1 day.,doctor
4100,sudden confusion started suddenly,emergency
559,Headache no shortness of breath or chest pain,self-monitor
3816,suspected stroke started suddenly,emergency
4693,airway obstruction.,emergency
3841,seizure call emergency services,emergency
2270,sinus pain since yesterday after a sports injury,doctor
825,Woke up with: I am 25 years old dizziness,self-monitor
1471,abdominal pain since this morning,doctor
3673,sudden dizziness started intermittently need urgent check,urgent-care
3771,slurred speech started suddenly,emergency
3864,Sudden confusion started suddenly,emergency
4363,Suspected stroke.,emergency
3101,worsening shortness of breath.,urgent-care
4020,unconscious started suddenly,emergency
1230,Mild cough no shortness of breath or chest pain,self-monitor
3872,slurred speech started suddenly call emergency services.,emergency
4303,Began after eating: seizure started suddenly call emergency services,emergency
637,Headache no shortness of breath or chest pain,self-monitor
4430,severe head trauma,emergency
124,itchy eyes,self-monitor
3942,woke up with: difficulty breathing started suddenly call emergency services,emergency
241,sneezing,self-monitor
2653,Age 18 sudden dizziness,urgent-care
3627,moderate chest pain started since yesterday,urgent-care
3852,Severe head trauma,emergency
4432,One-sided weakness started suddenly,emergency
3958,Suspected stroke started suddenly call emergency services,emergency
1755,vision changes and sore throat for several hours symptoms are getting worse,doctor
1187,nausea no shortness of breath or chest pain,self-monitor
2434,strong cough and mild stomach pain for 3 days,doctor
3714,after exercise: I am 25 years old worsening shortness of breath started since this morning need urgent check,urgent-care
4314,very low blood pressure,emergency
4599,Severe bleeding call emergency services after a fall,emergency
1186,Diarrhea for 3 days.,self-monitor
2587,after the accident: severe abdominal pain started intermittently,urgent-care
2189,A 70-year-old persistent bleeding since this morning,doctor
4219,unconscious call emergency services,emergency
2788,confusion need urgent check,urgent-care
3387,I'm 62 confusion.,urgent-care
3815,Severe chest pain,emergency
1919,Worsening cough and muscle ache since this morning symptoms are getting worse after a fall,doctor
711,lightheadedness since yesterday,self-monitor
4596,began after eating: seizure call emergency services.,emergency
881,Chills for 1 day no shortness of breath or chest pain,self-monitor
3047,sudden dizziness need urgent check.,urgent-care
2135,strong cough since this morning,doctor
3711,A 70-year-old high fever with rash need urgent check,urgent-care
4930,Severe bleeding started suddenly.,emergency
868,Mild cough for a week no shortness of breath or chest pain,self-monitor
4559,began after eating: one-sided weakness,emergency
4029,Slurred speech,emergency
1908,Persistent fever for several hours,doctor
3236,High fever with rash started intermittently,urgent-care
1044,stuffy nose no shortness of breath or chest pain,self-monitor
4972,Unconscious call emergency services,emergency
4378,Sudden confusion started suddenly,emergency
456,joint pain for 3 days,self-monitor
4926,suspected stroke,emergency
2594,Fainting need urgent check,urgent-care
3797,airway obstruction,emergency
484,A 70-year-old tiredness no shortness of breath or chest pain.,self-monitor
1892,started gradually: ear pain and tiredness for several hours,doctor
4781,severe bleeding.,emergency
1410,Persistent fever and chills since this morning symptoms are getting worse.,doctor
3314,After exercise: high fever with rash started a week.,urgent-care
1248,muscle ache for a week sustained blunt trauma.,self-monitor
1085,fatigue no shortness of breath or chest pain.,self-monitor
2057,sinus pain for 3 days,doctor
2614,severe vomiting need urgent check.,urgent-care
3126,high fever with rash started since yesterday,urgent-care
2723,high fever with rash,urgent-care
4808,severe bleeding started suddenly call emergency services sustained blunt trauma,emergency
3067,difficulty breathing started 1 day need urgent check,urgent-care
1220,joint pain for 3 days,self-monitor
1700,high fever for 1 day symptoms are getting worse,doctor
3177,started gradually: I am 25 years old severe abdominal pain started several hours.,urgent-care
2019,Sinus pain for 1 day.,doctor
4692,Slurred speech,emergency
3020,severe abdominal pain started since this morning,urgent-care
3952,Suspected stroke started suddenly,emergency
288,mild cough for 1 day,self-monitor
2451,I'm 62 abdominal pain and watery eyes for 1 day,doctor
4017,sudden confusion,emergency
1278,Age 18 vision changes and sneezing since this morning,doctor
2800,moderate chest pain need urgent check.,urgent-care
1779,Productive cough and headache since yesterday symptoms are getting worse,doctor
2494,A 40-year-old blood in stool and chills for 1 day.,doctor
2820,Severe abdominal pain started several hours need urgent check,urgent-care
2592,Worsening shortness of breath need urgent check,urgent-care
130,mild cough no shortness of breath or chest pain.,self-monitor
1550,Sinus pain and joint pain intermittently cut while working,doctor
2326,Blood in stool and mild stomach pain since yesterday symptoms are getting worse,doctor
716,Diarrhea since this morning no shortness of breath or chest pain,self-monitor
3242,after the accident: I am 25 years old difficulty breathing started intermittently.,urgent-care
1840,Age 18 high fever for a week,doctor
1604,woke up with: persistent bleeding and stuffy nose for a week,doctor
1710,Age 18 sinus pain for 2 days symptoms are getting worse.,doctor
1584,Strong cough for several hours,doctor
3547,worsening shortness of breath started a week need urgent check,urgent-care
3303,Age 18 fainting started intermittently.,urgent-care
944,sore throat.,self-monitor
3456,worsening shortness of breath started 3 days need urgent check.,urgent-care
2508,moderate chest pain started since this morning need urgent check,urgent-care
1226,tiredness since this morning,self-monitor
3793,Very low blood pressure call emergency services,emergency
254,chills.,self-monitor
2519,confusion started 1 day need urgent check,urgent-care
4228,Sudden confusion,emergency
4729,Severe chest pain started suddenly call emergency services,emergency
45,stuffy nose intermittently,self-monitor
2272,A 40-year-old vomiting and nausea for 3 days,doctor
2004,abdominal pain and sneezing since yesterday.,doctor
2091,woke up with: significant weight loss and back ache intermittently,doctor
729,joint pain sustained blunt trauma,self-monitor
3438,Confusion need urgent check,urgent-care
2122,I am 25 years old strong cough and headache for 1 day cut while working,doctor
1259,Age 18 productive cough and chills for 3 days symptoms are getting worse,doctor
1148,back ache since this morning,self-monitor
1894,Blood in stool and runny nose for 2 days,doctor
1743,high fever since this morning,doctor
1842,I'm 62 abdominal pain and sneezing for 1 day,doctor
4450,Airway obstruction started suddenly call emergency services.,emergency
2147,After exercise: persistent fever and mild cough for several hours,doctor
3824,Severe chest pain loss of consciousness,emergency
4551,Slurred speech call emergency services.,emergency
4735,Airway obstruction call emergency services.,emergency
4810,Severe bleeding,emergency
2612,A child aged 8 high fever with rash started since this morning need urgent check,urgent-care
2522,dehydration need urgent check,urgent-care
3254,Difficulty breathing started several hours.,urgent-care
370,A 70-year-old mild stomach pain no shortness of breath or chest pain,self-monitor
4864,very low blood pressure call emergency services,emergency
69,woke up with: sneezing intermittently,self-monitor
634,Lightheadedness,self-monitor
4788,unconscious started suddenly,emergency
4422,slurred speech started suddenly.,emergency
796,sore throat.,self-monitor
512,muscle ache for 1 day no shortness of breath or chest pain,self-monitor
4868,suspected stroke started suddenly call emergency services,emergency
1814,vomiting and joint pain since yesterday symptoms are getting worse,doctor
3991,very low blood pressure started suddenly.,emergency
1178,I am 25 years old lightheadedness no shortness of breath or chest pain.,self-monitor
1313,started gradually: high fever and mild stomach pain for 3 days.,doctor
2578,severe abdominal pain started 2 days,urgent-care
4477,sudden confusion started suddenly following a car accident,emergency
2702,dehydration started 1 day.,urgent-care
473,tiredness,self-monitor
931,after the accident: stuffy nose sustained blunt trauma.,self-monitor
3570,Severe vomiting need urgent check.,urgent-care
1536,ear pain and watery eyes since this morning,doctor
4195,woke up with: suspected stroke started suddenly,emergency
882,dizziness no shortness of breath or chest pain.,self-monitor
1716,started suddenly: severe sore throat and dizziness for 3 days,doctor
567,Watery eyes cut while working,self-monitor
2666,Confusion started 2 days need urgent check,urgent-care
1032,I am 25 years old itchy eyes for 2 days no shortness of breath or chest pain,self-monitor
3962,very low blood pressure.,emergency
3572,after exercise: moderate chest pain started several hours need urgent check,urgent-care
3874,unconscious,emergency
4813,sudden confusion started suddenly,emergency
1347,vision changes and sneezing for 1 day symptoms are getting worse.,doctor
2531,Sudden dizziness,urgent-care
1415,I am 25 years old worsening cough and runny nose since yesterday,doctor
3823,severe head trauma,emergency
4281,Very low blood pressure call emergency services,emergency
4929,Unconscious.,emergency
3144,sudden dizziness started intermittently need urgent check,urgent-care
3811,Started suddenly: unconscious,emergency
1079,Fatigue,self-monitor
3720,fainting started since yesterday need urgent check,urgent-care
582,Fatigue,self-monitor
2718,moderate chest pain started a week,urgent-care
2866,worsening shortness of breath started 1 day,urgent-care
3439,sudden dizziness started 1 day.,urgent-care
642,Started gradually: itchy eyes.,self-monitor
4005,Severe bleeding loss of consciousness,emergency
644,low fever no shortness of breath or chest pain.,self-monitor
148,A 40-year-old fatigue no shortness of breath or chest pain,self-monitor
2830,high fever with rash after a fall,urgent-care
1295,blood in stool and nausea for 1 day.,doctor
4701,sudden confusion started suddenly loss of consciousness,emergency
4695,severe bleeding,emergency
1235,watery eyes since yesterday no shortness of breath or chest pain,self-monitor
1038,Nausea since this morning no shortness of breath or chest pain,self-monitor
1339,Productive cough since yesterday,doctor
4840,began after eating: very low blood pressure,emergency
81,Back ache for 1 day no shortness of breath or chest pain,self-monitor
1986,Persistent fever and dizziness for 1 day after a fall,doctor
258,Runny nose no shortness of breath or chest pain,self-monitor
3944,sudden confusion,emergency
598,mild cough for 2 days no shortness of breath or chest pain.,self-monitor
4859,woke up with: severe chest pain started suddenly,emergency
3814,one-sided weakness started suddenly call emergency services,emergency
4509,severe bleeding started suddenly,emergency
1582,Persistent fever and sneezing for 2 days,doctor
3754,severe head trauma.,emergency
2077,A 40-year-old productive cough and low fever since yesterday symptoms are getting worse,doctor
1350,began after eating: new lump and headache since this morning sustained blunt trauma,doctor
3774,severe chest pain started suddenly.,emergency
4382,slurred speech call emergency services,emergency
3726,woke up with: dehydration started 3 days,urgent-care
2913,severe abdominal pain started since yesterday need urgent check,urgent-care
2325,A child aged 8 vomiting for 1 day symptoms are getting worse after a sports injury.,doctor
3948,Seizure started suddenly call emergency services,emergency
3932,difficulty breathing,emergency
622,fatigue.,self-monitor
4040,very low blood pressure started suddenly,emergency
2289,started suddenly: significant weight loss and lightheadedness since yesterday.,doctor
4160,started gradually: severe head trauma call emergency services,emergency
3197,confusion need urgent check.,urgent-care
1744,Severe sore throat and mild cough intermittently,doctor
3853,unconscious started suddenly,emergency
326,woke up with: headache for 3 days,self-monitor
1249,Headache.,self-monitor
2515,confusion started several hours,urgent-care
4818,suspected stroke started suddenly call emergency services,emergency
451,A 70-year-old stuffy nose for several hours no shortness of breath or chest pain,self-monitor
4844,Severe chest pain started suddenly call emergency services,emergency
266,nausea no shortness of breath or chest pain.,self-monitor
1954,High fever for 3 days symptoms are getting worse,doctor
2123,Significant weight loss for 2 days.,doctor
2524,After exercise: worsening shortness of breath started several hours.,urgent-care
1788,Productive cough for 3 days symptoms are getting worse.,doctor
1898,worsening cough and nausea for a week,doctor
1565,I am 25 years old strong cough and fatigue for several hours.,doctor
22,I am 25 years old headache no shortness of breath or chest pain,self-monitor
459,Sore throat no shortness of breath or chest pain,self-monitor
3226,fainting after a sports injury,urgent-care
4050,difficulty breathing started suddenly call emergency services.,emergency
3484,high fever with rash started 1 day need urgent check,urgent-care
4574,suspected stroke call emergency services,emergency
1552,persistent fever for 2 days,doctor
4179,severe head trauma started suddenly.,emergency
3573,Fainting started since this morning need urgent check.,urgent-care
4376,Seizure started suddenly,emergency
3646,high fever with rash need urgent check cut while working,urgent-care
147,itchy eyes,self-monitor
3167,I'm 62 confusion.,urgent-care
1306,Started gradually: blood in stool and lightheadedness for 2 days symptoms are getting worse,doctor
172,Nausea no shortness of breath or chest pain.,self-monitor
2516,moderate chest pain need urgent check,urgent-care
894,Stuffy nose,self-monitor
2293,I am 25 years old abdominal pain for several hours,doctor
1622,after exercise: A child aged 8 productive cough and runny nose since this morning.,doctor
2877,Began after eating: dehydration started 2 days need urgent check,urgent-care
3444,after the accident: difficulty breathing,urgent-care
479,after the accident: mild cough,self-monitor
3651,woke up with: sudden dizziness need urgent check.,urgent-care
576,sore throat no shortness of breath or chest pain,self-monitor
614,sneezing for 3 days,self-monitor
26,Age 18 chills for 2 days,self-monitor
411,fatigue intermittently,self-monitor
85,runny nose,self-monitor
256,started suddenly: low fever no shortness of breath or chest pain,self-monitor
2047,A 40-year-old productive cough and sneezing for several hours symptoms are getting worse hit head on the floor,doctor
27,tiredness for 3 days,self-monitor
3977,Airway obstruction call emergency services.,emergency
3504,started suddenly: severe vomiting started since yesterday,urgent-care
999,mild cough no shortness of breath or chest pain,self-monitor
1388,blood in stool for several hours,doctor
3767,Severe head trauma.,emergency
4424,Severe head trauma,emergency
4009,Severe chest pain call emergency services following a car accident,emergency
1548,A 40-year-old vision changes and muscle ache for 1 day,doctor
3832,Severe chest pain,emergency
2229,persistent bleeding and tiredness for a week sustained blunt trauma,doctor
293,Joint pain no shortness of breath or chest pain,self-monitor
1562,Vomiting and watery eyes since yesterday,doctor
1632,after exercise: ear pain and headache for 3 days symptoms are getting worse sustained blunt trauma,doctor
4631,very low blood pressure started suddenly call emergency services,emergency
2768,moderate chest pain started 2 days need urgent check,urgent-care
4031,started suddenly: severe bleeding,emergency
3170,Dehydration started since yesterday,urgent-care
542,woke up with: joint pain no shortness of breath or chest pain.,self-monitor
4906,unconscious started suddenly loss of consciousness,emergency
4595,Severe head trauma started suddenly call emergency services hit head on the floor.,emergency
259,dizziness.,self-monitor
3742,A child aged 8 confusion started since this morning,urgent-care
1893,Sinus pain and nausea for a week symptoms are getting worse,doctor
3548,began after eating: high fever with rash need urgent check,urgent-care
2435,after the accident: A child aged 8 significant weight loss and nausea since yesterday,doctor
3634,A child aged 8 severe abdominal pain need urgent check,urgent-care
212,watery eyes no shortness of breath or chest pain.,self-monitor
1197,mild cough intermittently no shortness of breath or chest pain,self-monitor
1928,high fever for 2 days symptoms are getting worse.,doctor
1813,woke up with: I'm 62 new lump and joint pain for 3 days symptoms are getting worse.,doctor
2670,after exercise: high fever with rash,urgent-care
3663,worsening shortness of breath started 1 day.,urgent-care
4894,difficulty breathing started suddenly.,emergency
4558,difficulty breathing started suddenly,emergency
67,A 40-year-old diarrhea,self-monitor
177,mild cough no shortness of breath or chest pain.,self-monitor
346,A 40-year-old watery eyes.,self-monitor
4463,Difficulty breathing started suddenly,emergency
1695,strong cough intermittently.,doctor
4636,severe bleeding started suddenly,emergency
2009,significant weight loss for 2 days,doctor
694,mild stomach pain,self-monitor
2497,high fever and low fever for a week hit head on the floor,doctor
1414,persistent bleeding and muscle ache for a week symptoms are getting worse.,doctor
1833,I'm 62 persistent bleeding for several hours,doctor
587,headache no shortness of breath or chest pain.,self-monitor
2340,A 70-year-old productive cough and stuffy nose since yesterday,doctor
3987,Severe chest pain started suddenly,emergency
4264,Very low blood pressure started suddenly,emergency
2610,After the accident: severe abdominal pain need urgent check,urgent-care
4734,Began after eating: slurred speech loss of consciousness.,emergency
3675,Fainting need urgent check,urgent-care
4797,severe chest pain started suddenly call emergency services,emergency
2860,A child aged 8 confusion started 2 days.,urgent-care
1951,A 40-year-old strong cough and mild stomach pain for 1 day symptoms are getting worse,doctor
3148,confusion started 1 day,urgent-care
2261,Abdominal pain and itchy eyes for 2 days symptoms are getting worse,doctor
234,A 70-year-old diarrhea no shortness of breath or chest pain.,self-monitor
4440,Started gradually: seizure.,emergency
1880,Abdominal pain and chills since this morning symptoms are getting worse,doctor
3729,Severe abdominal pain started 3 days need urgent check.,urgent-care
1084,muscle ache,self-monitor
2167,ear pain for 2 days,doctor
416,Tiredness,self-monitor
1884,Persistent bleeding and mild cough intermittently following a car accident.,doctor
2536,I'm 62 fainting.,urgent-care
4408,Unconscious,emergency
1985,vomiting for several hours,doctor
2896,after exercise: confusion.,urgent-care
1018,runny nose for a week.,self-monitor
4523,Severe bleeding,emergency
777,chills intermittently,self-monitor
318,sore throat after a sports injury,self-monitor
1869,productive cough and sneezing intermittently,doctor
375,I'm 62 fatigue no shortness of breath or chest pain,self-monitor
2997,I am 25 years old fainting,urgent-care
4181,Woke up with: seizure call emergency services,emergency
1091,low fever,self-monitor
4262,began after eating: airway obstruction started suddenly call emergency services,emergency
2148,productive cough and stuffy nose for 2 days,doctor
2962,severe vomiting started a week,urgent-care
2905,Dehydration started several hours need urgent check,urgent-care
4710,severe head trauma started suddenly,emergency
3182,confusion started 3 days,urgent-care
3299,sudden dizziness,urgent-care
2328,significant weight loss and tiredness for several hours,doctor
1588,strong cough and itchy eyes for 2 days symptoms are getting worse,doctor
59,itchy eyes since yesterday no shortness of breath or chest pain,self-monitor
2174,Started gradually: significant weight loss and joint pain since this morning.,doctor
1344,I am 25 years old significant weight loss for 2 days,doctor
3230,moderate chest pain need urgent check.,urgent-care
1751,Persistent fever and tiredness for 3 days,doctor
866,low fever no shortness of breath or chest pain,self-monitor
4106,difficulty breathing,emergency
4150,seizure,emergency
3984,Sudden confusion,emergency
4786,airway obstruction call emergency services,emergency
2690,Started gradually: high fever with rash,urgent-care
2312,A 40-year-old strong cough and sneezing for 3 days,doctor
3545,I'm 62 high fever with rash need urgent check.,urgent-care
646,Watery eyes no shortness of breath or chest pain,self-monitor
3056,high fever with rash.,urgent-care
4943,woke up with: unconscious started suddenly call emergency services,emergency
3249,Woke up with: worsening shortness of breath,urgent-care
1121,low fever intermittently no shortness of breath or chest pain,self-monitor
1669,persistent fever and mild stomach pain for a week symptoms are getting worse,doctor
1277,vision changes and fatigue since this morning symptoms are getting worse,doctor
1182,Nausea no shortness of breath or chest pain,self-monitor
267,lightheadedness for 1 day,self-monitor
4465,one-sided weakness started suddenly,emergency
2586,I am 25 years old sudden dizziness started intermittently need urgent check,urgent-care
2802,I'm 62 severe abdominal pain started intermittently,urgent-care
907,woke up with: tiredness for 1 day,self-monitor
313,Stuffy nose.,self-monitor
1542,A child aged 8 blood in stool for several hours symptoms are getting worse,doctor
3985,severe bleeding started suddenly loss of consciousness,emergency
3737,Difficulty breathing started 1 day.,urgent-care
3051,severe vomiting need urgent check,urgent-care
4104,After exercise: airway obstruction call emergency services,emergency
3961,severe head trauma started suddenly,emergency
3246,fainting started 1 day,urgent-care
3287,sudden dizziness started since yesterday,urgent-care
228,headache for several hours.,self-monitor
1854,Persistent fever for 3 days,doctor
1438,High fever since this morning symptoms are getting worse.,doctor
3442,high fever with rash,urgent-care
2292,woke up with: A child aged 8 severe sore throat and chills for 2 days,doctor
3231,began after eating: difficulty breathing started 1 day following a car accident,urgent-care
4320,severe head trauma started suddenly sustained blunt trauma,emergency
781,fatigue,self-monitor
1580,Significant weight loss since yesterday,doctor
2625,high fever with rash started several hours,urgent-care
4480,severe bleeding started suddenly,emergency
3840,Severe head trauma started suddenly call emergency services,emergency
4660,Suspected stroke call emergency services,emergency
2983,Difficulty breathing,urgent-care
4425,Seizure started suddenly,emergency
4733,Difficulty breathing.,emergency
35,woke up with: tiredness for a week no shortness of breath or chest pain,self-monitor
84,headache,self-monitor
433,sneezing no shortness of breath or chest pain,self-monitor
